"fullname","office","position","id","source","document_type","url","patronymic","created_date","first_name","last_name","is_corrected","legalForm","uafirm_reestrCode","person","name","fax_extendedstatus","en_address","beneficial_owner_company_code","fax","location","country","phone","en_name","address","mail","iteration","object_id","mail_extendedstatus","en_name_extendedstatus","phone_extendedstatus","beneficial_owner_company_code_extendedstatus","legalForm_extendedstatus","address_extendedstatus","name_extendedstatus","country_extendedstatus","enName","telephone","reestrCode","email","countryRegistration","declarant","subjectRelation"
"Маркевич Ярослав Володимирович","Верховна Рада України","Народний депутат України","nacp_2a6fbf7c-a5eb-4ea5-ae2c-49215630102a","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_2a6fbf7c-a5eb-4ea5-ae2c-49215630102a","Володимирович",2018-03-31,"Ярослав","Маркевич","FALSE","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ","","1","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""УКРАЇНСЬКІ ГОРИЗОНТИ"", ТОВ ""УКРАЇНСЬКІ ГОРИЗОНТИ""","2","","35585836","","","1","","LLC 'Ukrainian horizons'","61002, м.Харків, вул.Дарвіна, 6, кв.81","","1477567345836","1477567345836","2",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Маркевич Ярослав Володимирович",NA
"Маркевич Ярослав Володимирович","Верховна Рада України","Народний депутат України","nacp_2a6fbf7c-a5eb-4ea5-ae2c-49215630102a","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_2a6fbf7c-a5eb-4ea5-ae2c-49215630102a","Володимирович",2018-03-31,"Ярослав","Маркевич","FALSE","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ","","1","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕРРА ЛІБРА"", ТОВ ""ТЕРРА ЛІБРА""","2","","36224742","","","1","","LCC ""Terra Libre""","61000, м.Харків, вул.Н.Ужвій, 96, кв.34","","1477568797404","1477568797404","2",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Маркевич Ярослав Володимирович",NA
"Мартиняк Сергій Васильович","Верховна Рада України","Народний депутат УКраїни","nacp_31e8d4f4-bcf7-423b-9ae8-e4582a512045","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_31e8d4f4-bcf7-423b-9ae8-e4582a512045","Васильович",2018-03-31,"Сергій","Мартиняк","FALSE","ТОВ","","1","ТОВ ""Радивилів Агро""",NA,"","34463783","+380363330133","","1","+380363330133","""Radyvyliv Agro""","35544, Рівненська обл., Радивилівський р-н, с. Михайлівка, вул. Колгоспна, 43","radagro@pankurchak.com.ua","1521206406044","1521206406044","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Мартиняк Сергій Васильович",NA
"Мартиняк Сергій Васильович","Верховна Рада України","Народний депутат УКраїни","nacp_31e8d4f4-bcf7-423b-9ae8-e4582a512045","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_31e8d4f4-bcf7-423b-9ae8-e4582a512045","Васильович",2018-03-31,"Сергій","Мартиняк","FALSE","ТОВ","","1","ТОВ ""Джерела""",NA,"","23251213","+380332784458","","1","+380332784458","""Dzherela"" Ltd","43016, Волинська обл., м.Луцьк, вул. Ковельська,2","palamarchuk@pankurchak.com.ua","1476691438398","1476691438398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Мартиняк Сергій Васильович",NA
"Мартиняк Сергій Васильович","Верховна Рада України","Народний депутат УКраїни","nacp_31e8d4f4-bcf7-423b-9ae8-e4582a512045","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_31e8d4f4-bcf7-423b-9ae8-e4582a512045","Васильович",2018-03-31,"Сергій","Мартиняк","FALSE","ТОВ","","1","ТОВ ""СМП""",NA,"","31401373","+380322784457","","1","+380322784457","SMP","43016,Волинська обл, м.Луцьк, вул.Ковельська,2","apg_sekretar@pankurchak.com.ua","1476854927562","1476854927562",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Мартиняк Сергій Васильович",NA
"Мартиняк Сергій Васильович","Верховна Рада України","Народний депутат УКраїни","nacp_31e8d4f4-bcf7-423b-9ae8-e4582a512045","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_31e8d4f4-bcf7-423b-9ae8-e4582a512045","Васильович",2018-03-31,"Сергій","Мартиняк","FALSE","ТОВ","","1","ТОВ ""Агідель""",NA,"","32498835","+380322783134","","1","+380322783134","Agidel","43026,Волинська обл,м.Луцьк, вул.Єршова,11","agidel@pankurchak.com.ua","1476855165698","1476855165698",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Мартиняк Сергій Васильович",NA
"Мартиняк Сергій Васильович","Верховна Рада України","Народний депутат УКраїни","nacp_31e8d4f4-bcf7-423b-9ae8-e4582a512045","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_31e8d4f4-bcf7-423b-9ae8-e4582a512045","Васильович",2018-03-31,"Сергій","Мартиняк","FALSE","ТОВ","","1","ТОВ ""Віра-1""",NA,"","13358625","+380322788219","","1","+380322788219","""VIRA-1""","45400, Волинська обл, м.Нововолинськ, вул.Луцька,3","vira1_oblik@pankurchak.com.ua","1476770204578","1476770204578",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Мартиняк Сергій Васильович",NA
"Мартиняк Сергій Васильович","Верховна Рада України","Народний депутат УКраїни","nacp_31e8d4f4-bcf7-423b-9ae8-e4582a512045","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_31e8d4f4-bcf7-423b-9ae8-e4582a512045","Васильович",2018-03-31,"Сергій","Мартиняк","FALSE","ТОВ","","1","ТОВ ""Агрофірма Трипілля""",NA,"","34463741","+380363334208","","1","+380363334208",""" Agrofirma Trypillya""","35523, Рівненська обл., Радивилівський р-н, с. Зарічне, вул. 40-річчя Перемоги, 115 В","direktor.tripillya_pankurchak@ukr.net","1521206240723","1521206240723","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Мартиняк Сергій Васильович",NA
"Мартиняк Сергій Васильович","Верховна Рада України","Народний депутат УКраїни","nacp_31e8d4f4-bcf7-423b-9ae8-e4582a512045","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_31e8d4f4-bcf7-423b-9ae8-e4582a512045","Васильович",2018-03-31,"Сергій","Мартиняк","FALSE","ТОВ","","1","ТОВ ""БКМ-Україна""","0","","41361608","+380332784478","","1","+380332784478","""BKM-Ukraine""","43016, Волинська обл., м. Луцьк, вул. Ковельська, 2, офіс 510","rs_rich@ukr.net","1521207048332","1521207048332","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Мартиняк Сергій Васильович",NA
"Мартиняк Сергій Васильович","Верховна Рада України","Народний депутат УКраїни","nacp_31e8d4f4-bcf7-423b-9ae8-e4582a512045","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_31e8d4f4-bcf7-423b-9ae8-e4582a512045","Васильович",2018-03-31,"Сергій","Мартиняк","FALSE","ТОВ","","1","ТОВ ""Турія-Агро""","0","","37259205","+380332784456","","1","+380332784456","""Tyria-Agro""","43026, Волинська обл., м. Луцьк, вул. Єршова, 11, каб. 815","koziarchuk@pankurchak.com.ua","1521205488664","1521205488664","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Мартиняк Сергій Васильович",NA
"Мартиняк Сергій Васильович","Верховна Рада України","Народний депутат УКраїни","nacp_31e8d4f4-bcf7-423b-9ae8-e4582a512045","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_31e8d4f4-bcf7-423b-9ae8-e4582a512045","Васильович",2018-03-31,"Сергій","Мартиняк","FALSE","ТОВ","","1","ТОВ ""Агроенерготрейд""",NA,"","38079805","+380322788201","","1","+380322788201","Agroenergotreid","43026,Волинська обл,м.Луцьк, вул.Єршова,11","apg_sekretar@pankurchak.com.ua","1477464990737","1477464990737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Мартиняк Сергій Васильович",NA
"Мартиняк Сергій Васильович","Верховна Рада України","Народний депутат УКраїни","nacp_31e8d4f4-bcf7-423b-9ae8-e4582a512045","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_31e8d4f4-bcf7-423b-9ae8-e4582a512045","Васильович",2018-03-31,"Сергій","Мартиняк","FALSE","ТОВ","","1","ТОВ ""Вудленд Україна""",NA,"","36698963","+380332784454","","1","+380332784454","""Woodland Ukraine""","43016, Волинська обл., м. Луцьк, вул. Ковельська, 2, офіс 517","godunov@woodukr.com","1521206893052","1521206893052","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Мартиняк Сергій Васильович",NA
"Мартиняк Сергій Васильович","Верховна Рада України","Народний депутат УКраїни","nacp_31e8d4f4-bcf7-423b-9ae8-e4582a512045","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_31e8d4f4-bcf7-423b-9ae8-e4582a512045","Васильович",2018-03-31,"Сергій","Мартиняк","FALSE","ТОВ","","1","ТОВ ""Агропромислова группа ""Пан Курчак""""",NA,"","32872201","+380322788220","","1","+380322788220","Agropromyslova gruppa Pan Kurchak","43026,Україна, Волинська обл, м.Луцьк, вул.Єршова,11","apg_sekretar@pankurchak.com.ua","1477055912924","1477055912924",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Мартиняк Сергій Васильович",NA
"Мартиняк Сергій Васильович","Верховна Рада України","Народний депутат УКраїни","nacp_31e8d4f4-bcf7-423b-9ae8-e4582a512045","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_31e8d4f4-bcf7-423b-9ae8-e4582a512045","Васильович",2018-03-31,"Сергій","Мартиняк","FALSE","ТОВ","","1","ТОВ ""Нововолинський м'ясокомбінат""",NA,"","41429133","+380334446880","","1","+380334446880","""Novovolynskyy m'yasokombinat""","45400, Волинська обл., м. Нововолинськ, вул. Луцька, 3","nmk_rm@pankurchak.com.ua","1521205803091","1521205803091","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Мартиняк Сергій Васильович",NA
"Мартиняк Сергій Васильович","Верховна Рада України","Народний депутат УКраїни","nacp_31e8d4f4-bcf7-423b-9ae8-e4582a512045","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_31e8d4f4-bcf7-423b-9ae8-e4582a512045","Васильович",2018-03-31,"Сергій","Мартиняк","FALSE","Акціонерне товариство","","1","ПК Агроінвест","1","","147398425","","","176","","PK Agroinvest","00515, Польша, м.Варшава, ул.Журавія, 22","","1478172877061","1478172877061","2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Мартиняк Сергій Васильович",NA
"Мартиняк Сергій Васильович","Верховна Рада України","Народний депутат УКраїни","nacp_31e8d4f4-bcf7-423b-9ae8-e4582a512045","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_31e8d4f4-bcf7-423b-9ae8-e4582a512045","Васильович",2018-03-31,"Сергій","Мартиняк","FALSE","ТОВ","","1","ТОВ ""Птахокомплекс Губин""",NA,"","31603002","+380322788211","","1","+380322788211","""Poultry Complex Hubyn","43016, Волинська обл, м.Луцьк, вул.Ковельська,2","gubyn@pankurchak.com.ua","1476692396110","1476692396110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Мартиняк Сергій Васильович",NA
"Мартиняк Сергій Васильович","Верховна Рада України","Народний депутат УКраїни","nacp_31e8d4f4-bcf7-423b-9ae8-e4582a512045","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_31e8d4f4-bcf7-423b-9ae8-e4582a512045","Васильович",2018-03-31,"Сергій","Мартиняк","FALSE","ТОВ","","1","ТОВ ""Агротехніка""",NA,"","201750952","+380322784477","","1","+380322784477","Agrotechnika","43026, Волинська обл, м.Луцьк, вул.Єршова,11","agrotechnika@pankurchak.com.ua","1476768666049","1476768666049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Мартиняк Сергій Васильович",NA
"Мартиняк Сергій Васильович","Верховна Рада України","Народний депутат УКраїни","nacp_31e8d4f4-bcf7-423b-9ae8-e4582a512045","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_31e8d4f4-bcf7-423b-9ae8-e4582a512045","Васильович",2018-03-31,"Сергій","Мартиняк","FALSE","ТОВ","","1","ТОВ ""Тераплюс""",NA,"","35567382","+380332282955","","1","+380332282955","""Teraplus""","35523, Ріненська обл., Радивилівський р-н, с. Зарічне, вул. 40-річчя Перемоги, 115 В","bulakevych@pankurchak.com.ua","1521206019951","1521206019951","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Мартиняк Сергій Васильович",NA
"Мартиняк Сергій Васильович","Верховна Рада України","Народний депутат УКраїни","nacp_31e8d4f4-bcf7-423b-9ae8-e4582a512045","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_31e8d4f4-bcf7-423b-9ae8-e4582a512045","Васильович",2018-03-31,"Сергій","Мартиняк","FALSE","ТОВ","","1","ТОВ ""Полтрекс""",NA,"","31733091","+380322788201","","1","+380322788201","Poltrex","45400, Волинська обл, м.Нововолинськ, вул.Луцька,3","apg_sekretar@pankurchak.com.ua","1476769026815","1476769026815",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Мартиняк Сергій Васильович",NA
"Мартиняк Сергій Васильович","Верховна Рада України","Народний депутат УКраїни","nacp_31e8d4f4-bcf7-423b-9ae8-e4582a512045","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_31e8d4f4-bcf7-423b-9ae8-e4582a512045","Васильович",2018-03-31,"Сергій","Мартиняк","FALSE","ПП","","1","ПП ""Західна Аграрна Компанія""","0","","36205714","+380337421733","","1","+380337421733","""Zakhidna Agrarna Kompaniya""","45500, Волинська обл, смт. Локачі, вул. Шевченка, 41а","kostyuk@pankurchak.com.ua","1521118142115","1521118142115","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Мартиняк Сергій Васильович",NA
"Масоріна Олена Сергіївна","Верховна Рада України","Народний депутат України","nacp_0f33860a-2e56-4442-8b9d-bf6c42870afe","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_0f33860a-2e56-4442-8b9d-bf6c42870afe","Сергіївна",2018-03-20,"Олена","Масоріна","FALSE","Благодійний фонд","","1","БЛАГОДІЙНА ОРГАНІЗАЦІЯ ""БЛАГОДІЙНИЙ ФОНД ""ВОЛОНТЕРСЬКА СОТНЯ ""УКРАЇНА-СВІТ""","1","","39282215","","","1","380955404878","CHARITABLE ORGANIZATION ""CHARITABLE FOUNDATION ""VOLONTERSKA SOTNJA ""UKRAINE-WORLD""","03680, м. Київ, ПРОСПЕКТ ПЕРЕМОГИ, будинок 56, офіс 147А","","1490101642740","1490101642740","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Масоріна Олена Сергіївна",NA
"Матвієнко Анатолій Сергійович","Верховна Рада України","Народний депутат України","nacp_978dfd1c-b062-48a5-9f16-1835e28d4dd2","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_978dfd1c-b062-48a5-9f16-1835e28d4dd2","Сергійович",2018-03-30,"Анатолій","Матвієнко","FALSE","товариство з обмеженою відповідальністю","","1477499225794","товариство з обмеженою відповідальністю ""Маодот""","0","","33237036","2894532","","1","5229414","Maodot","03150, м.Київ, ВУЛИЦЯ АНРІ БАРБЮСА, будинок 40, квартира 18","","1478186292500","1478186292500","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Матвієнко Ольга Василівна","дружина"
"Мельник Сергій Іванович","Верховна Рада України","Народний депутат України, Заступник голови Комітету Верховної Ради України з питань бюджету","nacp_64cb33e6-56a0-4ac5-ad26-ec80a1c32ebe","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_64cb33e6-56a0-4ac5-ad26-ec80a1c32ebe","Іванович",2018-03-13,"Сергій","Мельник","FALSE","ПП","","1477390965193","ПП-Ринок ""Дарсон""","1","","31679291","","","1","0382660599","","29000, місто Хмельницький, вулиця, Геологів, 10/1 ","","1489152190114","1489152190114","2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Мельник Тетяна Василівна","дружина"
"Мельник Сергій Іванович","Верховна Рада України","Народний депутат України, Заступник голови Комітету Верховної Ради України з питань бюджету","nacp_64cb33e6-56a0-4ac5-ad26-ec80a1c32ebe","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_64cb33e6-56a0-4ac5-ad26-ec80a1c32ebe","Іванович",2018-03-13,"Сергій","Мельник","FALSE","ПП","","1477390965193","ПП ""Еверслі"" ","1","","31918716","","","1","0382660599","","29000, місто Хмельницький, вулиця Геологів, 8/3","","1489152081267","1489152081267","2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Мельник Тетяна Василівна","дружина"
"Мельниченко Володимир Володимирович","Верховна Рада України","Народний депутат України","nacp_89b5f53a-9483-4485-8946-e7556b6ec120","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_89b5f53a-9483-4485-8946-e7556b6ec120","Володимирович",2018-03-23,"Володимир","Мельниченко","FALSE","приватне підприємство","","1477039836622","ПП Дживальдіс",NA,"","37971230","0384721101","","1","0384721101","","32600, Хмельницька область, смт. Нова Ушиця, вулиця Гагаріна, будинок 68","","1477407920767","1477407920767","2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Остапишина Іоланта Мар'янівна","дружина"
"Мельниченко Володимир Володимирович","Верховна Рада України","Народний депутат України","nacp_89b5f53a-9483-4485-8946-e7556b6ec120","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_89b5f53a-9483-4485-8946-e7556b6ec120","Володимирович",2018-03-23,"Володимир","Мельниченко","FALSE","приватне підприємство","","1","Приватне підприємство ""МЕНА ПЛЮС""","1","","40957436","","","1","0982025760","","32300, Хмельницька область, місто Кам""янець-Подільський, вулиця Драй Хмари, будинок 20","","1489656359769","1489656359769","2","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Мельниченко Володимир Володимирович",NA
"Микитась Максим Вікторович","Верховна Рада України","Народний депутат України","nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Вікторович",2018-04-06,"Максим","Микитась","TRUE","Товариство з обмеженою відповідальністю","","1","Інноваційний комфорт","2","","41386624","","","1","","Innovative Comfort LLC","03143, м. Київ, вул. Академіка Лебедєва, 1, корп. 1, прим. 163","","1522062440022","1522062440022","2","0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Микитась Максим Вікторович",NA
"Микитась Максим Вікторович","Верховна Рада України","Народний депутат України","nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Вікторович",2018-04-06,"Максим","Микитась","TRUE","Товариство з обмеженою відповідальністю","","1","Кроун Концепт Ко Лтд","2","","110111-6544252","","","171","","Crone Concept Co Ltd","Республіка Корея, Сеул, Мапо-Гу, Донгмак-ро, 22","","1522338535872","1522338535872","2",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Микитась Максим Вікторович",NA
"Микитась Максим Вікторович","Верховна Рада України","Народний депутат України","nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Вікторович",2018-04-06,"Максим","Микитась","TRUE","Товариство з обмеженою відповідальністю","","1","Будгруппроектінвест-2","2","","41037587","","","1","+80664476547","","04080, м. Київ, вул. Оленівська, 8","","1522063052779","1522063052779","2","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Микитась Максим Вікторович",NA
"Микитась Максим Вікторович","Верховна Рада України","Народний депутат України","nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Вікторович",2018-04-06,"Максим","Микитась","TRUE","Товариство з обмеженою відповідальністю","","1","Будівельне підприємство №3 КМБ-1","2","","30789740","","","1","+0445720741","","04114, м. Київ, вул. Полупанова, 16","","1522338801262","1522338801262","2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Микитась Максим Вікторович",NA
"Микитась Максим Вікторович","Верховна Рада України","Народний депутат України","nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Вікторович",2018-04-06,"Максим","Микитась","TRUE","Товариство з обмеженою відповідальністю","","1","Інвестиційна компанія ""Укрбуд Інвест""","0","","39066158","+0443379510","","1","+0443379510","","03083, м. Київ, проспект Науки, 63","office_ubi@ukr.net","1522062638743","1522062638743","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Микитась Максим Вікторович",NA
"Микитась Максим Вікторович","Верховна Рада України","Народний депутат України","nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Вікторович",2018-04-06,"Максим","Микитась","TRUE","Товариство з обмеженою відповідальністю","","1490779704396","БК ""Укрбудмонтаж""",NA,"","34482827","+80442489807","","1","+80442489807","","м. Київ, вул. Картвелішвілі, 7/2","ubm@ukrbudmontazh.com","1522402105147","1522402105147",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Микитась Наталія Олексіївна","дружина"
"Микитась Максим Вікторович","Верховна Рада України","Народний депутат України","nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Вікторович",2018-04-06,"Максим","Микитась","TRUE","Товариство з обмеженою відповідальністю","","1","Регіональні ресурси","2","","33960377","","","1","+80675017783","","07501, Київська обл., Баришівський район, смт Баришівка, вул. Софіївська, 34, буд. 1 ","","1522062484012","1522062484012","2","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Микитась Максим Вікторович",NA
"Микитась Максим Вікторович","Верховна Рада України","Народний депутат України","nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Вікторович",2018-04-06,"Максим","Микитась","TRUE","Акціонерна компанія міжнародного бізнесу","","1","Орлея Лімітед","2","","160409","","","22","","Orleya Limited","29 Палм Стріт, Ледівіль, Беліз","","1493368818493","1493368818493","2",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Микитась Максим Вікторович",NA
"Микитась Максим Вікторович","Верховна Рада України","Народний депутат України","nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Вікторович",2018-04-06,"Максим","Микитась","TRUE","Корпорація","","1","Українська будівельна корпорація ""Укрбуд""","2","","40885042","","","1","+0442878703","","01103, м. Київ, вул. Драгомирова, 2-а","","1522062711834","1522062711834","2","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Микитась Максим Вікторович",NA
"Микитась Максим Вікторович","Верховна Рада України","Народний депутат України","nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Вікторович",2018-04-06,"Максим","Микитась","TRUE","Партнерство з обмеженою відповідальністю","","1","Базерт Девелопмент Елелпі","2","","OC399571","","","40","","Bazert Development LLP","Сьют 6051, 128 Олдерсгейт Стріт, Барбікан, Лондон, Сполучене Королівство, ЕС1А 4АЕ","","1493368542718","1493368542718","2",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Микитась Максим Вікторович",NA
"Микитась Максим Вікторович","Верховна Рада України","Народний депутат України","nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Вікторович",2018-04-06,"Максим","Микитась","TRUE","Товариство з обмеженою відповідальністю","","1","Укрбудпереказ","2","","41753452","","","1","+80935608547","","02002, м. Київ, вул. Євгена Сверстюка, 23","","1522063132726","1522063132726","2","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Микитась Максим Вікторович",NA
"Микитась Максим Вікторович","Верховна Рада України","Народний депутат України","nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Вікторович",2018-04-06,"Максим","Микитась","TRUE","Товариство з обмеженою відповідальністю","","1","Селестіс Консалтінг","2","","12125149","","","73","","Celestis Consulting","вул. Какумає теє 226, район Хааберсті, Талллінн, графство Харю, Естонія, 13516","","1522062317437","1522062317437","2",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Микитась Максим Вікторович",NA
"Микитась Максим Вікторович","Верховна Рада України","Народний депутат України","nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Вікторович",2018-04-06,"Максим","Микитась","TRUE","Товариство з обмеженою відповідальністю","","1","УКРБУД ДЕВЕЛОПМЕНТ","0","","32920218","+80442878703","","1","+80442878703","UBD LLC","м. Київ, проспект Науки, 63","info@ub-d.com.ua","1493368415640","1493368415640","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Микитась Максим Вікторович",NA
"Микитась Максим Вікторович","Верховна Рада України","Народний депутат України","nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Вікторович",2018-04-06,"Максим","Микитась","TRUE","Товариство з обмеженою відповідальністю","","1","Дроід Сіті","2","","38648652","","","1","+0971098838","","02160, м. Київ, вул. Фанерна, 4","","1522062857281","1522062857281","2","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Микитась Максим Вікторович",NA
"Микитась Максим Вікторович","Верховна Рада України","Народний депутат України","nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Вікторович",2018-04-06,"Максим","Микитась","TRUE","Товариство з обмеженою відповідальністю","","1","КС С і С Ко. Лтд","2","","531777","","","171","","KS C and C Co. Ltd","Йе5-донг-хо Нае-Другий поверх 2-хО, 21, Хангадае-ро 39 джіль, Йонгсан-гу, Сеул, Республіка Корея","","1522438302101","1522438302101","2",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Микитась Максим Вікторович",NA
